Call Id,Agent,Date,Time,Topic,Answered (Y/N),Resolved,Speed of answer in seconds,AvgTalkDuration,Satisfaction rating
ID0375,3,2021-01-07,13:42:14,1,N,,,,0
ID0376,0,2021-01-07,13:42:14,3,Y,,54.0,2.28e-07,5
ID0377,1,2021-01-07,13:45:07,3,Y,,14.0,2.83e-07,4
ID0378,1,2021-01-07,13:45:07,2,Y,,11.0,2.65e-07,3
ID0379,5,2021-01-07,14:31:12,2,Y,,84.0,2.99e-07,1
ID0380,6,2021-01-07,14:31:12,2,Y,,21.0,1.71e-07,4
ID0381,6,2021-01-07,15:53:17,4,Y,,81.0,3.1e-07,3
ID0382,1,2021-01-07,15:53:17,2,N,,,,0
ID0383,2,2021-01-07,16:07:41,0,N,,,,0
ID0384,7,2021-01-07,16:07:41,4,Y,,84.0,3.82e-07,4
ID0385,6,2021-01-07,16:29:17,3,Y,,118.0,2.15e-07,2
ID0386,0,2021-01-07,16:29:17,4,Y,,35.0,3.75e-07,2
ID0387,1,2021-01-07,16:40:48,2,Y,,82.0,1.33e-07,3
ID0388,4,2021-01-07,16:40:48,3,Y,,119.0,1.83e-07,4
ID0389,4,2021-01-07,17:03:50,1,Y,,107.0,4.06e-07,2
ID0390,5,2021-01-07,17:03:50,1,Y,,86.0,4.2e-08,4
ID0391,2,2021-01-07,17:39:50,3,Y,,76.0,8.3e-08,4
ID0392,7,2021-01-07,17:39:50,3,Y,,78.0,1.87e-07,3
ID0393,4,2021-01-07,17:47:02,0,Y,,118.0,3.3e-08,3
ID0394,2,2021-01-07,17:47:02,4,N,,,,0
ID0395,5,2021-01-07,17:48:29,0,Y,,47.0,1.22e-07,5
ID0396,2,2021-01-07,17:48:29,0,Y,,86.0,1.78e-07,2
ID0397,3,2021-01-07,17:55:41,4,Y,,76.0,3.52e-07,3
ID0398,4,2021-01-07,17:55:41,2,Y,,32.0,2.03e-07,4
ID0399,5,2021-01-08,9:00:00,0,Y,,98.0,2.13e-07,5
ID0400,4,2021-01-08,9:00:00,4,Y,,86.0,3.7e-08,4
ID0401,2,2021-01-08,9:24:29,4,Y,,37.0,6.5e-08,3
ID0402,3,2021-01-08,9:24:29,0,Y,,15.0,2.67e-07,5
ID0403,2,2021-01-08,9:47:31,1,Y,,114.0,2.53e-07,5
ID0404,7,2021-01-08,9:47:31,2,N,,,,0
ID0405,4,2021-01-08,9:59:02,4,N,,,,0
ID0406,6,2021-01-08,9:59:02,3,N,,,,0
ID0407,6,2021-01-08,10:42:14,3,Y,,23.0,1.36e-07,3
ID0408,1,2021-01-08,10:42:14,2,N,,,,0
ID0409,5,2021-01-08,10:49:26,0,Y,,69.0,3.41e-07,3
ID0410,7,2021-01-08,10:49:26,1,Y,,15.0,3.7e-07,4
ID0411,0,2021-01-08,10:49:26,4,Y,,119.0,3.28e-07,3
ID0412,0,2021-01-08,10:49:26,3,Y,,68.0,3.17e-07,1
ID0413,2,2021-01-08,11:00:58,1,Y,,115.0,3.7e-07,3
ID0414,5,2021-01-08,11:00:58,1,Y,,84.0,7.1e-08,5
ID0415,1,2021-01-08,11:16:48,1,Y,,59.0,7.7e-08,4
ID0416,2,2021-01-08,11:16:48,4,Y,,112.0,2.14e-07,4
ID0417,1,2021-01-08,11:16:48,1,N,,,,0
ID0418,1,2021-01-08,11:16:48,0,Y,,39.0,2.91e-07,3
ID0419,4,2021-01-08,12:12:58,3,Y,,31.0,3.95e-07,5
ID0420,1,2021-01-08,12:12:58,3,Y,,112.0,2.21e-07,2
ID0421,3,2021-01-08,12:14:24,3,Y,,49.0,1.45e-07,4
ID0422,3,2021-01-08,12:14:24,4,Y,,18.0,3.98e-07,3
ID0423,7,2021-01-08,12:38:53,4,Y,,80.0,1.63e-07,4
ID0424,1,2021-01-08,12:38:53,0,Y,,57.0,1.53e-07,3
ID0425,7,2021-01-08,12:48:58,1,N,,,,0
ID0426,2,2021-01-08,12:48:58,1,Y,,87.0,3.78e-07,4
ID0427,2,2021-01-08,13:10:34,2,N,,,,0
ID0428,3,2021-01-08,13:10:34,3,Y,,81.0,3.56e-07,3
ID0429,5,2021-01-08,13:10:34,4,N,,,,0
ID0430,4,2021-01-08,13:10:34,3,Y,,47.0,1.31e-07,5
ID0431,5,2021-01-08,13:17:46,3,Y,,57.0,3.75e-07,4
ID0432,0,2021-01-08,13:17:46,2,N,,,,0
ID0433,5,2021-01-08,13:43:41,1,Y,,104.0,2.35e-07,4
ID0434,0,2021-01-08,13:43:41,0,Y,,16.0,3.46e-07,3
ID0435,3,2021-01-08,15:37:26,3,Y,,37.0,2.53e-07,4
ID0436,2,2021-01-08,15:37:26,0,N,,,,0
ID0437,7,2021-01-08,15:43:12,4,Y,,61.0,1.26e-07,4
ID0438,7,2021-01-08,15:43:12,0,Y,,41.0,1.9e-07,4
ID0439,2,2021-01-08,15:53:17,3,Y,,40.0,8.1e-08,4
ID0440,2,2021-01-08,15:53:17,0,Y,,55.0,3.21e-07,2
ID0441,3,2021-01-08,15:54:43,0,Y,,92.0,5.3e-08,3
ID0442,1,2021-01-08,15:54:43,1,Y,,118.0,9.8e-08,5
ID0443,1,2021-01-08,16:37:55,3,Y,,82.0,3.43e-07,3
ID0444,1,2021-01-08,16:37:55,3,Y,,83.0,8e-08,3
ID0445,4,2021-01-08,18:00:00,2,Y,,78.0,3.13e-07,2
ID0446,2,2021-01-08,18:00:00,2,Y,,111.0,3.14e-07,5
ID0447,4,2021-01-09,9:07:12,1,Y,,107.0,3.22e-07,4
ID0448,6,2021-01-09,9:07:12,3,Y,,108.0,2.43e-07,2
ID0449,3,2021-01-09,9:24:29,2,Y,,97.0,1.59e-07,5
ID0450,1,2021-01-09,9:24:29,3,Y,,31.0,3.8e-07,5
ID0451,6,2021-01-09,9:34:34,2,Y,,20.0,1.09e-07,4
ID0452,4,2021-01-09,9:34:34,0,Y,,110.0,4.13e-07,3
ID0453,1,2021-01-09,10:22:05,4,Y,,86.0,3.02e-07,5
ID0454,0,2021-01-09,10:22:05,3,Y,,77.0,1.31e-07,4
ID0455,2,2021-01-09,10:29:17,3,Y,,119.0,4.07e-07,3
ID0456,6,2021-01-09,10:29:17,0,N,,,,0
ID0457,4,2021-01-09,10:32:10,4,Y,,13.0,1.86e-07,3
ID0458,7,2021-01-09,10:32:10,2,Y,,106.0,1.47e-07,5
ID0459,5,2021-01-09,10:58:05,2,Y,,35.0,3.25e-07,3
ID0460,6,2021-01-09,10:58:05,1,Y,,46.0,3.23e-07,3
ID0461,7,2021-01-09,11:05:17,0,Y,,24.0,3.75e-07,3
ID0462,7,2021-01-09,11:05:17,3,Y,,88.0,3.93e-07,5
ID0463,5,2021-01-09,11:11:02,0,Y,,81.0,1.62e-07,3
ID0464,4,2021-01-09,11:11:02,2,Y,,96.0,2.73e-07,3
ID0465,0,2021-01-09,11:16:48,0,Y,,46.0,3.65e-07,3
ID0466,1,2021-01-09,11:16:48,1,Y,,25.0,1e-07,4
ID0467,7,2021-01-09,11:25:26,0,Y,,81.0,1.27e-07,4
ID0468,1,2021-01-09,11:25:26,2,N,,,,0
ID0469,1,2021-01-09,11:48:29,4,Y,,97.0,4.1e-07,1
ID0470,6,2021-01-09,11:48:29,4,Y,,116.0,1.96e-07,5
ID0471,5,2021-01-09,11:48:29,2,N,,,,0
ID0472,1,2021-01-09,11:48:29,0,N,,,,0
ID0473,0,2021-01-09,11:48:29,2,Y,,87.0,3.45e-07,5
ID0474,1,2021-01-09,11:48:29,4,Y,,43.0,3.5e-08,4
ID0475,3,2021-01-09,11:55:41,1,Y,,102.0,2.88e-07,3
ID0476,1,2021-01-09,11:55:41,2,Y,,95.0,3.49e-07,5
ID0477,1,2021-01-09,12:31:41,4,Y,,108.0,2.85e-07,3
ID0478,1,2021-01-09,12:31:41,0,Y,,80.0,1.31e-07,4
ID0479,2,2021-01-09,12:33:07,2,Y,,61.0,3.6e-08,5
ID0480,3,2021-01-09,12:33:07,1,Y,,18.0,3.05e-07,5
ID0481,5,2021-01-09,12:40:19,2,N,,,,0
ID0482,0,2021-01-09,12:40:19,0,Y,,10.0,5.4e-08,4
ID0483,2,2021-01-09,12:50:24,2,Y,,92.0,1.45e-07,3
ID0484,4,2021-01-09,12:50:24,4,N,,,,0
ID0485,0,2021-01-09,13:03:22,1,Y,,120.0,2.68e-07,1
ID0486,1,2021-01-09,13:03:22,4,Y,,63.0,2.99e-07,3
ID0487,0,2021-01-09,13:39:22,3,N,,,,0
ID0488,5,2021-01-09,13:39:22,3,Y,,101.0,3.3e-07,3
ID0489,5,2021-01-09,13:59:31,2,Y,,105.0,8e-08,1
ID0490,5,2021-01-09,13:59:31,1,Y,,21.0,9.8e-08,4
ID0491,5,2021-01-09,14:12:29,2,Y,,34.0,3.1e-07,4
ID0492,7,2021-01-09,14:12:29,4,Y,,78.0,2.05e-07,1
ID0493,2,2021-01-09,14:19:41,3,Y,,44.0,1.74e-07,3
ID0494,5,2021-01-09,14:19:41,0,Y,,98.0,1.03e-07,1
ID0495,6,2021-01-09,14:51:22,2,Y,,23.0,2.03e-07,1
ID0496,7,2021-01-09,14:51:22,0,Y,,28.0,3.8e-07,3
ID0497,5,2021-01-09,15:43:12,4,N,,,,0
ID0498,6,2021-01-09,15:43:12,0,Y,,43.0,6.3e-08,5
ID0499,7,2021-01-09,16:58:05,3,N,,,,0
ID0500,6,2021-01-09,16:58:05,1,N,,,,0
ID0501,2,2021-01-09,17:05:17,2,Y,,119.0,5e-08,4
ID0502,1,2021-01-09,17:05:17,2,Y,,32.0,1.74e-07,5
ID0503,3,2021-01-09,17:21:07,3,Y,,50.0,2.57e-07,3
ID0504,4,2021-01-09,17:21:07,0,N,,,,0
ID0505,5,2021-01-09,17:22:34,2,Y,,35.0,2.86e-07,4
ID0506,4,2021-01-09,17:22:34,1,Y,,27.0,1.63e-07,3
ID0507,7,2021-01-09,17:24:00,3,Y,,121.0,2e-07,4
ID0508,0,2021-01-09,17:24:00,3,Y,,42.0,4.18e-07,2
ID0509,3,2021-01-09,17:28:19,4,N,,,,0
ID0510,1,2021-01-09,17:28:19,4,N,,,,0
ID0511,3,2021-01-09,17:32:38,2,Y,,107.0,6.5e-08,5
ID0512,6,2021-01-09,17:32:38,3,Y,,116.0,2.11e-07,4
ID0513,1,2021-01-09,17:42:43,4,Y,,60.0,1.26e-07,3
ID0514,4,2021-01-09,17:42:43,2,Y,,116.0,2.78e-07,4
ID0515,7,2021-01-10,9:00:00,2,Y,,19.0,3.71e-07,5
ID0516,6,2021-01-10,9:00:00,1,Y,,75.0,3.5e-07,3
ID0517,0,2021-01-10,9:08:38,0,Y,,23.0,4.8e-08,3
ID0518,2,2021-01-10,9:08:38,4,Y,,69.0,2.33e-07,3
ID0519,4,2021-01-10,10:06:14,3,Y,,64.0,2.63e-07,5
ID0520,6,2021-01-10,10:06:14,3,Y,,117.0,2.03e-07,3
ID0521,4,2021-01-10,10:35:02,3,Y,,12.0,3.94e-07,4
ID0522,2,2021-01-10,10:35:02,0,Y,,102.0,1.58e-07,4
ID0523,1,2021-01-10,11:11:02,4,Y,,46.0,3.92e-07,4
ID0524,6,2021-01-10,11:11:02,3,Y,,47.0,8.7e-08,4
ID0525,1,2021-01-10,11:18:14,3,Y,,98.0,1.43e-07,4
ID0526,4,2021-01-10,11:18:14,1,Y,,84.0,2.57e-07,4
ID0527,3,2021-01-10,11:29:46,3,Y,,12.0,1.33e-07,3
ID0528,3,2021-01-10,11:29:46,2,Y,,88.0,2.06e-07,4
ID0529,7,2021-01-10,11:31:12,1,Y,,97.0,3.53e-07,1
ID0530,5,2021-01-10,11:31:12,0,Y,,51.0,3.56e-07,3
ID0531,0,2021-01-10,11:47:02,0,N,,,,0
ID0532,1,2021-01-10,11:47:02,3,Y,,106.0,1.57e-07,4
ID0533,2,2021-01-10,12:27:22,0,Y,,34.0,2.32e-07,4
ID0534,7,2021-01-10,12:27:22,3,N,,,,0
ID0535,1,2021-01-10,12:33:07,4,Y,,51.0,3.33e-07,3
ID0536,3,2021-01-10,12:33:07,4,Y,,74.0,2.94e-07,4
ID0537,3,2021-01-10,12:56:10,1,Y,,29.0,7.6e-08,3
ID0538,6,2021-01-10,12:56:10,0,Y,,123.0,3.75e-07,3
ID0539,0,2021-01-10,13:13:26,1,Y,,100.0,4.1e-08,4
ID0540,1,2021-01-10,13:13:26,3,Y,,43.0,4.13e-07,3
ID0541,0,2021-01-10,13:48:00,4,Y,,24.0,2.69e-07,4
ID0542,4,2021-01-10,13:48:00,3,Y,,78.0,3.74e-07,4
ID0543,5,2021-01-10,13:52:19,2,Y,,28.0,3.67e-07,5
ID0544,5,2021-01-10,13:52:19,0,Y,,36.0,8.8e-08,3
ID0545,5,2021-01-10,14:09:36,2,N,,,,0
ID0546,4,2021-01-10,14:09:36,2,Y,,10.0,2.72e-07,2
ID0547,1,2021-01-10,14:16:48,3,Y,,43.0,4.02e-07,3
ID0548,7,2021-01-10,14:16:48,4,Y,,19.0,3.8e-08,3
ID0549,2,2021-01-10,14:25:26,0,Y,,74.0,3.94e-07,3
ID0550,4,2021-01-10,14:25:26,3,Y,,71.0,2.45e-07,1
ID0551,5,2021-01-10,14:32:38,0,Y,,117.0,3.76e-07,5
ID0552,5,2021-01-10,14:32:38,1,Y,,61.0,3.01e-07,3
ID0553,5,2021-01-10,14:58:34,1,Y,,118.0,2e-07,3
ID0554,6,2021-01-10,14:58:34,0,Y,,87.0,2.58e-07,4
ID0555,2,2021-01-10,15:56:10,2,Y,,48.0,6.6e-08,4
ID0556,5,2021-01-10,15:56:10,1,Y,,112.0,1.34e-07,1
ID0557,7,2021-01-10,16:00:29,1,Y,,99.0,1.64e-07,5
ID0558,0,2021-01-10,16:00:29,4,Y,,103.0,1.76e-07,4
ID0559,5,2021-01-10,16:37:55,2,Y,,102.0,3.8e-08,5
ID0560,5,2021-01-10,16:37:55,2,Y,,74.0,4.16e-07,5
ID0561,3,2021-01-10,16:37:55,2,Y,,28.0,8.9e-08,1
ID0562,5,2021-01-10,16:37:55,1,Y,,64.0,1.53e-07,4
ID0563,2,2021-01-10,16:42:14,1,N,,,,0
ID0564,0,2021-01-10,16:42:14,2,Y,,81.0,3.96e-07,4
ID0565,0,2021-01-10,16:58:05,3,Y,,121.0,6.4e-08,3
ID0566,5,2021-01-10,16:58:05,4,Y,,117.0,1.71e-07,4
ID0567,2,2021-01-10,17:24:00,2,Y,,55.0,2.54e-07,4
ID0568,7,2021-01-10,17:24:00,4,N,,,,0
ID0569,0,2021-01-10,17:25:26,3,Y,,79.0,1.5e-07,3
ID0570,6,2021-01-10,17:25:26,4,Y,,120.0,1.29e-07,1
ID0571,7,2021-01-10,17:31:12,1,Y,,50.0,1.61e-07,2
ID0572,6,2021-01-10,17:31:12,0,Y,,15.0,1.83e-07,1
ID0573,1,2021-01-10,17:35:31,3,Y,,10.0,2.98e-07,3
ID0574,3,2021-01-10,17:35:31,4,Y,,110.0,2.54e-07,3
ID0575,3,2021-01-10,17:39:50,2,Y,,69.0,4.7e-08,3
ID0576,4,2021-01-10,17:39:50,1,Y,,122.0,1.68e-07,1
ID0577,2,2021-01-10,17:48:29,1,Y,,47.0,5.8e-08,3
ID0578,3,2021-01-10,17:48:29,4,Y,,124.0,4.06e-07,5
ID0579,6,2021-01-11,9:30:14,3,Y,,92.0,1.21e-07,3
ID0580,0,2021-01-11,9:30:14,2,Y,,110.0,3.32e-07,2
ID0581,7,2021-01-11,9:37:26,3,Y,,84.0,1.45e-07,4
ID0582,7,2021-01-11,9:37:26,0,N,,,,0
ID0583,2,2021-01-11,9:38:53,0,Y,,81.0,2.61e-07,5
ID0584,3,2021-01-11,9:38:53,2,Y,,116.0,1.29e-07,4
ID0585,2,2021-01-11,9:38:53,2,N,,,,0
ID0586,5,2021-01-11,9:38:53,3,Y,,63.0,2.49e-07,3
ID0587,1,2021-01-11,9:48:58,3,N,,,,0
ID0588,5,2021-01-11,9:48:58,3,Y,,30.0,2.71e-07,3
ID0589,2,2021-01-11,10:04:48,0,Y,,22.0,3.42e-07,3
ID0590,7,2021-01-11,10:04:48,4,Y,,31.0,3.2e-07,3
ID0591,2,2021-01-11,10:13:26,2,Y,,47.0,1.52e-07,3
ID0592,1,2021-01-11,10:13:26,4,Y,,88.0,2.74e-07,3
ID0593,6,2021-01-11,10:20:38,3,Y,,106.0,2.19e-07,4
ID0594,2,2021-01-11,10:20:38,2,Y,,70.0,8.7e-08,5
ID0595,6,2021-01-11,10:26:24,2,Y,,77.0,3.37e-07,3
ID0596,5,2021-01-11,10:26:24,3,Y,,82.0,4.01e-07,3
ID0597,3,2021-01-11,10:32:10,1,Y,,84.0,2.85e-07,3
ID0598,6,2021-01-11,10:32:10,4,Y,,50.0,3.66e-07,4
ID0599,6,2021-01-11,11:05:17,0,N,,,,0
ID0600,0,2021-01-11,11:05:17,1,Y,,73.0,4.5e-08,3
ID0601,3,2021-01-11,11:28:19,1,Y,,79.0,3.24e-07,3
ID0602,1,2021-01-11,11:28:19,1,Y,,124.0,2.38e-07,5
ID0603,7,2021-01-11,11:29:46,0,N,,,,0
ID0604,0,2021-01-11,11:29:46,4,Y,,75.0,2.13e-07,4
ID0605,0,2021-01-11,11:36:58,4,Y,,34.0,2.71e-07,3
ID0606,7,2021-01-11,11:36:58,2,N,,,,0
ID0607,7,2021-01-11,11:47:02,3,Y,,116.0,2.36e-07,3
ID0608,1,2021-01-11,11:47:02,2,Y,,20.0,3.3e-08,3
ID0609,4,2021-01-11,12:10:05,3,Y,,105.0,3.98e-07,1
ID0610,2,2021-01-11,12:10:05,2,Y,,25.0,5.3e-08,3
ID0611,2,2021-01-11,12:20:10,2,Y,,16.0,3.82e-07,4
ID0612,6,2021-01-11,12:20:10,1,Y,,64.0,1.6e-07,4
ID0613,7,2021-01-11,12:24:29,0,Y,,82.0,4.11e-07,3
ID0614,1,2021-01-11,12:24:29,3,Y,,13.0,1.29e-07,5
ID0615,4,2021-01-11,12:43:12,1,Y,,15.0,4.5e-08,5
ID0616,3,2021-01-11,12:43:12,1,Y,,42.0,3.68e-07,2
ID0617,4,2021-01-11,12:43:12,2,N,,,,0
ID0618,6,2021-01-11,12:43:12,2,Y,,32.0,3.41e-07,3
ID0619,1,2021-01-11,12:57:36,2,Y,,75.0,2.5e-07,3
ID0620,7,2021-01-11,12:57:36,1,Y,,123.0,1.7e-07,3
ID0621,7,2021-01-11,13:19:12,3,Y,,22.0,3.27e-07,5
ID0622,3,2021-01-11,13:19:12,4,Y,,21.0,1.18e-07,2
ID0623,3,2021-01-11,13:55:12,3,Y,,15.0,3.7e-07,4
ID0624,2,2021-01-11,13:55:12,3,Y,,76.0,2.35e-07,4
ID0625,5,2021-01-11,14:09:36,0,Y,,92.0,3.19e-07,3
ID0626,3,2021-01-11,14:09:36,4,N,,,,0
ID0627,6,2021-01-11,14:13:55,4,N,,,,0
ID0628,0,2021-01-11,14:13:55,2,Y,,62.0,2.39e-07,4
ID0629,5,2021-01-11,14:19:41,0,Y,,33.0,2.98e-07,3
ID0630,7,2021-01-11,14:19:41,0,Y,,122.0,1.19e-07,1
ID0631,7,2021-01-11,14:24:00,3,Y,,47.0,2.75e-07,1
ID0632,2,2021-01-11,14:24:00,0,N,,,,0
ID0633,6,2021-01-11,14:26:53,4,N,,,,0
ID0634,5,2021-01-11,14:26:53,1,N,,,,0
ID0635,7,2021-01-11,14:28:19,3,Y,,44.0,3.9e-08,4
ID0636,6,2021-01-11,14:28:19,1,Y,,48.0,2.81e-07,3
ID0637,6,2021-01-11,14:32:38,0,Y,,60.0,5.9e-08,3
ID0638,2,2021-01-11,14:32:38,3,N,,,,0
ID0639,4,2021-01-11,14:57:07,4,Y,,120.0,2.01e-07,2
ID0640,7,2021-01-11,14:57:07,0,Y,,61.0,2.66e-07,2
ID0641,3,2021-01-11,15:12:58,4,Y,,103.0,3.85e-07,4
ID0642,0,2021-01-11,15:12:58,1,N,,,,0
ID0643,4,2021-01-11,15:37:26,2,Y,,32.0,1.81e-07,2
ID0644,5,2021-01-11,15:37:26,0,N,,,,0
ID0645,4,2021-01-11,15:59:02,4,Y,,53.0,2.77e-07,1
ID0646,2,2021-01-11,15:59:02,3,Y,,40.0,1.76e-07,5
ID0647,7,2021-01-11,16:17:46,1,Y,,58.0,1.94e-07,3
ID0648,7,2021-01-11,16:17:46,4,Y,,92.0,1.47e-07,2
ID0649,2,2021-01-11,16:43:41,2,N,,,,0
ID0650,1,2021-01-11,16:43:41,3,Y,,124.0,4.9e-08,5
ID0651,4,2021-01-11,17:06:43,0,Y,,59.0,2.7e-07,3
ID0652,3,2021-01-11,17:06:43,3,Y,,44.0,3.02e-07,1
ID0653,4,2021-01-11,17:22:34,0,Y,,42.0,2.18e-07,2
ID0654,7,2021-01-11,17:22:34,2,Y,,21.0,2.86e-07,5
ID0655,7,2021-01-11,17:41:17,1,Y,,69.0,3.2e-08,4
ID0656,7,2021-01-11,17:41:17,2,Y,,46.0,5.3e-08,1
ID0657,6,2021-01-11,17:41:17,2,Y,,24.0,3.61e-07,5
ID0658,7,2021-01-11,17:41:17,3,Y,,101.0,2.85e-07,2
ID0659,0,2021-01-11,17:48:29,2,Y,,121.0,8.1e-08,5
ID0660,7,2021-01-11,17:48:29,0,Y,,61.0,7.1e-08,3
ID0661,0,2021-01-11,17:49:55,1,Y,,45.0,8e-08,4
ID0662,0,2021-01-11,17:49:55,2,Y,,40.0,1.21e-07,5
ID0663,1,2021-01-12,9:51:50,4,Y,,94.0,5.6e-08,4
ID0664,3,2021-01-12,9:51:50,3,Y,,85.0,3.14e-07,5
ID0665,4,2021-01-12,9:57:36,2,Y,,22.0,2.78e-07,3
ID0666,0,2021-01-12,9:57:36,1,Y,,119.0,4.11e-07,5
ID0667,0,2021-01-12,10:12:00,2,Y,,13.0,1.41e-07,4
ID0668,6,2021-01-12,10:12:00,1,Y,,60.0,2.6e-07,4
ID0669,2,2021-01-12,10:16:19,0,N,,,,0
ID0670,4,2021-01-12,10:16:19,2,Y,,29.0,3.63e-07,1
ID0671,2,2021-01-12,10:39:22,2,Y,,41.0,3.47e-07,5
ID0672,6,2021-01-12,10:39:22,1,Y,,87.0,3.4e-07,5
ID0673,4,2021-01-12,10:48:00,1,Y,,77.0,2.68e-07,5
ID0674,4,2021-01-12,10:48:00,2,N,,,,0
ID0675,1,2021-01-12,10:49:26,0,Y,,30.0,1.66e-07,4
ID0676,7,2021-01-12,10:49:26,2,N,,,,0
ID0677,4,2021-01-12,11:06:43,2,Y,,81.0,3.3e-07,3
ID0678,7,2021-01-12,11:06:43,1,Y,,76.0,1.42e-07,4
ID0679,2,2021-01-12,11:41:17,1,N,,,,0
ID0680,3,2021-01-12,11:41:17,1,Y,,79.0,2.05e-07,4
ID0681,5,2021-01-12,12:04:19,0,Y,,114.0,3.3e-07,3
ID0682,3,2021-01-12,12:04:19,1,Y,,15.0,4.2e-07,2
ID0683,0,2021-01-12,13:03:22,3,Y,,43.0,2e-07,4
ID0684,7,2021-01-12,13:03:22,4,Y,,26.0,3.88e-07,1
ID0685,3,2021-01-12,13:30:43,4,Y,,57.0,2.12e-07,2
ID0686,7,2021-01-12,13:30:43,1,Y,,86.0,1.54e-07,3
ID0687,2,2021-01-12,13:37:55,2,Y,,110.0,2.86e-07,3
ID0688,0,2021-01-12,13:37:55,1,Y,,43.0,2.9e-07,2
ID0689,6,2021-01-12,13:42:14,4,N,,,,0
ID0690,6,2021-01-12,13:42:14,0,N,,,,0
ID0691,5,2021-01-12,14:12:29,4,Y,,105.0,1.81e-07,2
ID0692,2,2021-01-12,14:12:29,4,N,,,,0
ID0693,3,2021-01-12,14:51:22,0,Y,,79.0,4.8e-08,4
ID0694,4,2021-01-12,14:51:22,2,Y,,42.0,2.08e-07,3
ID0695,4,2021-01-12,15:08:38,1,Y,,100.0,5.7e-08,4
ID0696,3,2021-01-12,15:08:38,3,Y,,107.0,3.88e-07,4
ID0697,6,2021-01-12,15:23:02,2,Y,,96.0,2.27e-07,5
ID0698,3,2021-01-12,15:23:02,3,Y,,116.0,2.55e-07,5
ID0699,6,2021-01-12,15:47:31,4,Y,,54.0,1.74e-07,3
ID0700,2,2021-01-12,15:47:31,3,Y,,24.0,3.85e-07,4
ID0701,1,2021-01-12,15:51:50,1,Y,,52.0,1.76e-07,5
ID0702,1,2021-01-12,15:51:50,1,Y,,77.0,5.1e-08,3
ID0703,2,2021-01-12,16:12:00,0,Y,,91.0,1e-07,3
ID0704,1,2021-01-12,16:12:00,3,Y,,104.0,1.04e-07,3
ID0705,5,2021-01-12,16:45:07,4,Y,,111.0,1.56e-07,3
ID0706,0,2021-01-12,16:45:07,4,N,,,,0
ID0707,4,2021-01-12,16:46:34,2,Y,,55.0,3.08e-07,4
ID0708,7,2021-01-12,16:46:34,0,N,,,,0
ID0709,5,2021-01-12,16:49:26,1,Y,,124.0,3.26e-07,4
ID0710,6,2021-01-12,16:49:26,2,Y,,68.0,2.77e-07,3
ID0711,1,2021-01-12,16:50:53,4,Y,,40.0,2.73e-07,3
ID0712,7,2021-01-12,16:50:53,2,Y,,119.0,1.55e-07,4
ID0713,1,2021-01-12,16:52:19,2,Y,,42.0,5.5e-08,1
ID0714,5,2021-01-12,16:52:19,0,Y,,30.0,2.35e-07,4
ID0715,4,2021-01-12,17:06:43,0,Y,,79.0,2.61e-07,4
ID0716,0,2021-01-12,17:06:43,1,Y,,44.0,4.16e-07,1
ID0717,4,2021-01-12,18:00:00,3,Y,,71.0,1.2e-07,3
ID0718,3,2021-01-12,18:00:00,3,N,,,,0
ID0719,5,2021-01-13,9:21:36,0,Y,,21.0,3.85e-07,5
ID0720,4,2021-01-13,9:21:36,4,Y,,122.0,2.88e-07,4
ID0721,0,2021-01-13,9:44:38,4,N,,,,0
ID0722,0,2021-01-13,9:44:38,0,Y,,62.0,1.45e-07,3
ID0723,7,2021-01-13,9:46:05,1,Y,,37.0,1.62e-07,5
ID0724,2,2021-01-13,9:46:05,1,Y,,112.0,4.17e-07,2
ID0725,4,2021-01-13,9:56:10,1,Y,,40.0,2.04e-07,2
ID0726,5,2021-01-13,9:56:10,3,Y,,50.0,1.13e-07,5
ID0727,1,2021-01-13,10:37:55,3,Y,,88.0,2.5e-07,4
ID0728,1,2021-01-13,10:37:55,0,Y,,97.0,5.2e-08,3
ID0729,2,2021-01-13,11:06:43,2,N,,,,0
ID0730,0,2021-01-13,11:06:43,3,Y,,110.0,2.83e-07,4
ID0731,6,2021-01-13,11:09:36,3,N,,,,0
ID0732,4,2021-01-13,11:09:36,4,Y,,104.0,2.04e-07,5
ID0733,7,2021-01-13,11:45:36,1,Y,,79.0,2.98e-07,3
ID0734,0,2021-01-13,11:45:36,2,Y,,70.0,9.1e-08,3
ID0735,3,2021-01-13,11:54:14,0,N,,,,0
ID0736,5,2021-01-13,11:54:14,3,Y,,70.0,3.39e-07,1
ID0737,6,2021-01-13,12:31:41,1,Y,,33.0,5.2e-08,3
ID0738,5,2021-01-13,12:31:41,2,Y,,124.0,5.4e-08,4
ID0739,2,2021-01-13,12:37:26,2,Y,,77.0,1.24e-07,3
ID0740,1,2021-01-13,12:37:26,3,Y,,33.0,3.81e-07,3
ID0741,4,2021-01-13,12:40:19,1,Y,,96.0,6.7e-08,5
ID0742,0,2021-01-13,12:40:19,3,N,,,,0
ID0743,5,2021-01-13,14:02:24,2,Y,,69.0,2.28e-07,5
ID0744,1,2021-01-13,14:02:24,0,Y,,58.0,3.92e-07,4
ID0745,6,2021-01-13,14:26:53,0,Y,,112.0,4e-08,3
ID0746,4,2021-01-13,14:26:53,4,Y,,61.0,2.63e-07,3
ID0747,1,2021-01-13,14:48:29,0,Y,,89.0,1.92e-07,3
ID0748,0,2021-01-13,14:48:29,2,Y,,84.0,1.92e-07,5
